SSID;BSSID;Security;Frequency;Capabilities;Sinal Strength;Rel Signal Strength
SEC_LinkShare_674467;e4:7c:f9:5d:a2:9c;WPA-PSK;2422;WPS;;31
Dilson;30:b5:c2:24:58:04;WPA-PSK;2437;WPS;;20
Lourdes_Int;c4:e9:84:bd:91:7e;WPA-PSK;2422;WPS;;26
NOTE_Network;64:66:b3:63:24:a4;WPA-PSK;2462;WPS;;24
wireom8-p3;00:0c:42:68:2f:e5;WEP;2412;;;26
JOMAR_201;b0:48:7a:be:0e:05;WPA-PSK;2412;WPS;;28
Andrea_Int;90:f6:52:b5:a8:4a;WPA-PSK;2432;WPS;;20
Pietra_Net;c4:e9:84:bc:f7:08;WPA-PSK;2442;WPS;;24
Motta_2;14:cc:20:46:4a:8e;WPA-PSK;2422;WPS;;17
Meu__Recanto_2;00:1b:11:9b:3f:c4;WEP;2427;;;20
Belmonte;c4:6e:1f:39:3f:1a;WPA-PSK;2422;WPS;;17
NRS;c8:3a:35:22:2a:18;WPA-PSK;2412;;;31
Motta;00:23:69:81:88:d8;WPA-PSK;2422;WPS;;26
Multilaser_2.4G_540200;c8:3a:35:54:02:00;WPA-PSK;2422;;;26
ronaldo;00:21:27:dc:14:c5;WPA-PSK;2437;;;28
DIRECT-3B-HP DeskJet 3630 series;b0:5a:da:f2:93:3c;WPA-PSK;2437;;;22
Internet;00:1a:3f:d3:d3:68;WPA-PSK;2442;WPS;;26
Casa dos Radiadores;38:46:08:e0:f3:84;WPA-PSK;2412;;;26
Einar-casa;30:b5:c2:7b:e5:ee;WPA-PSK;2437;WPS;;17
WiFi_Lauro;d0:84:b0:a4:88:1f;WPA-PSK;2462;WPS;;26
Oi WiFi Fon;6a:84:b0:a4:88:1c;;2462;;;28
Pereira;64:66:b3:dc:97:fa;WPA-PSK;2412;WPS;;17
Dilmara;30:b5:c2:0c:7c:1e;WPA-PSK;2412;WPS;;26
thais;00:27:19:c9:0e:3c;WPA-PSK;2437;;;20
Jorge_NetSul;90:f6:52:6f:58:fe;WPA-PSK;2437;WPS;;31
CLOVIS;fe:7e:cc:aa:3c:a2;WPA-PSK;2412;WPS;;28
Oi WiFi Fon;fc:52:8d:b5:63:3e;;2412;;;28
jshrede;90:f6:52:dc:d4:da;WPA-PSK;2437;;;20
righes;44:e9:dd:a8:fd:24;WPA-PSK;2462;WPS;;31
Oi WiFi Fon;62:e9:dd:a8:fd:25;;2462;;;26
WIfi casa.;c8:d1:5e:15:72:cc;WPA-PSK;2412;;;37
Luciane_Int;f8:d1:11:3e:5f:18;WPA-PSK;2437;;;26
Norma;00:1a:3f:dc:11:3a;WPA-PSK;2462;WPS;;24
wireom18;e4:8d:8c:f1:94:89;WEP;2432;;;24
SERGIO;c8:3a:35:54:86:10;WPA-PSK;2437;;;42
Oi WiFi Fon;62:10:d4:c4:e3:6c;;2412;;;33
VSF;10:fe:ed:e9:b4:62;WPA-PSK;2412;WPS;;46
PIVOTO;c4:e9:84:41:ab:d6;WPA-PSK;2437;WPS;;26
TP-LINK_LACERDA;54:e6:fc:ea:72:74;WPA-PSK;2432;;;20
Vo Ana;00:1e:58:13:9e:88;WPA-PSK;2462;;;22
DLINK;10:fe:ed:2c:0e:7b;WPA-PSK;2412;WPS;;42
Leo;8c:10:d4:c4:e3:6f;WPA-PSK;2412;WPS;;44
Mascara ;9c:65:b0:c3:a1:88;WPA-PSK;2437;;;22
FELIPE;c8:3a:35:09:64:40;WPA-PSK;2457;;;33
vera ;8c:10:d4:c4:e2:30;WPA-PSK;2462;WPS;;46
Valmir;fe:b7:0a:c6:83:88;WPA-PSK;2422;WPS;;31
Oi WiFi Fon;fc:52:8d:b6:82:56;;2422;;;31
Oi WiFi Fon;62:10:d4:c4:e2:31;;2462;;;35
Fernanda;c8:3a:35:50:0b:d8;WPA-PSK;2437;;;26
Cristian_Int;10:fe:ed:30:9d:de;WPA-PSK;2437;WPS;;26
Ricardo_Int;90:f6:52:b5:a8:4c;WPA-PSK;2427;WPS;;26
LMORAES;f8:d1:11:59:f1:6a;WPA-PSK;2462;WPS;;24
Oi WiFi Fon;5a:91:f9:a1:d4:8b;;2462;;;35
Oi WiFi Fon;72:10:d4:c4:51:21;;2412;;;24
estela;c8:3a:35:15:a0:18;WPA-PSK;2442;;;31
Angelica;a0:f3:c1:a3:b3:6e;WPA-PSK;2462;WPS;;40
Trisciane_oi;d0:84:b0:95:46:01;WPA-PSK;2412;WPS;;26
HP-Print-9D-Deskjet 2540 series;9c:b6:54:db:9a:9d;WPA-PSK;2437;;;33
Paulo;f8:e9:03:8d:35:7a;WPA-PSK;2427;;;20
rede casa;8c:10:d4:c4:51:20;WPA-PSK;2412;WPS;;17
Priscila;30:b5:c2:de:49:26;WPA-PSK;2412;WPS;;17
Multilaser_085E20;c8:3a:35:08:5e:20;WPA-PSK;2432;;;20
Leonardo;e2:aa:00:68:e6:a6;WPA-PSK;2412;WPS;;24
Oi WiFi Fon;e0:88:5d:fa:b9:08;;2412;;;26
Gerson;00:1b:11:a6:22:cc;WPA-PSK;2437;;;22
Bianca_Int;e8:94:f6:cb:fc:ee;WPA-PSK;2432;WPS;;20
Vallau1;5a:f8:de:05:13:41;WPA-PSK;2457;WPS;;35
Claro_int;14:d6:4d:7e:4e:3e;WPA-PSK;2437;WPS;;31
Diamantina;c4:e9:84:a7:e4:24;WPA-PSK;2432;WPS;;26
mercado lunardi ;c8:3a:35:44:e2:78;WPA-PSK;2427;;;22
DAMACENO_WIFI;30:b5:c2:23:a3:e2;WPA-PSK;2427;WPS;;24
wireom14-p1;00:0c:42:68:42:14;WEP;2437;;;26
Pref_Praca;90:f6:52:fe:48:34;;2422;;;20
MP_;54:e6:fc:c9:f6:1a;WPA-PSK;2412;;;20
CARNEOSSO_;14:d6:4d:23:c8:50;WPA-PSK;2437;WPS;;37
Sampaio;f8:d1:11:ae:6c:ae;WPA-PSK;2437;;;31
Oi_Velox_WiFi_6038;d0:84:b0:a1:60:39;WPA-PSK;2462;WPS;;26
Oi WiFi Fon;62:84:b0:a1:60:3a;;2462;;;31
Leda Flores;94:0c:6d:a9:b8:1e;WPA-PSK;2447;;;35
Patrick_Int;f8:1a:67:91:94:e0;WPA-PSK;2427;WPS;;20
Cevv;30:b5:c2:db:3a:12;WPA-PSK;2412;WPS;;22
Larisa;c8:3a:35:5a:85:98;WPA-PSK;2462;;;22
Internet;54:e6:fc:eb:2b:6a;WPA-PSK;2412;;;26
Romerson;c4:e9:84:a8:b5:52;WPA-PSK;2442;WPS;;26
Teixeira_;82:61:b6:17:00:de;WPA-PSK;2412;WPS;;28
Claudio;00:1a:3f:c1:82:b8;WPA-PSK;2417;WPS;;44
AFS;c8:3a:35:01:71:68;WPA-PSK;2412;;;20
Gomes;c8:3a:35:5d:16:28;WPA-PSK;2462;;;26
PauloTransporte;f4:e3:fb:c9:2e:27;WPA-PSK;2417;WPS;;46
Gustavo;c8:d3:a3:4b:ac:86;WPA-PSK;2412;WPS;;33
Jardel;c4:6e:1f:9b:d5:7c;WPA-PSK;2437;WPS;;28
Lais_Int;f4:ec:38:eb:89:7c;WPA-PSK;2412;;;17
Caroline.wifi;c4:e9:84:af:07:ae;WPA-PSK;2442;WPS;;33
BRITTO;18:17:25:0c:37:ee;WPA-PSK;2412;;;20
CASA;e8:de:27:be:18:b0;WPA-PSK;2457;WPS;;26
TENFERNANDES;00:1a:3f:79:1e:26;WPA-PSK;2462;;;40
Rafael;8c:10:d4:c5:67:e8;WPA-PSK;2412;WPS;;22
Oi WiFi Fon;62:10:d4:c5:67:e9;;2412;;;17
DIRECT-xs pass-Philips TV;2e:d0:5a:34:de:9a;WPA-PSK;2462;WPS;;48
Diogo_;c4:e9:84:41:c5:7e;WPA-PSK;2462;WPS;;48
sandra_int;c8:3a:35:32:10:f0;WPA-PSK;2437;;;24
Ines_Int;90:f6:52:5e:f7:2a;WPA-PSK;2427;WPS;;26
CRCM;00:1a:3f:d1:7d:b9;WPA-PSK;2462;;;33
Gabrieli_Int;00:1a:3f:d4:31:9e;WPA-PSK;2427;WPS;;26
Denise_Int;e8:de:27:88:c0:b4;WPA-PSK;2412;WPS;;22
brenda95;f4:ec:38:9b:44:8e;WPA-PSK;2462;;;33
willian;58:10:8c:b9:e0:c6;WPA-PSK;2462;;;22
Virus.exe;c4:e9:84:af:08:32;WPA-PSK;2412;WPS;;28
TP-LINK_66223A;14:cc:20:66:22:3a;WPA-PSK;2462;WPS;;22
Fabiano_Int;14:cc:20:95:6e:aa;WPA-PSK;2422;WPS;;24
Jose_int;f4:ec:38:b1:fe:98;WPA-PSK;2412;WPS;;17
Vera_Int;c4:6e:1f:e5:39:70;WPA-PSK;2427;WPS;;31
NaodoaSenha_Int;e8:94:f6:cb:f8:ee;WPA-PSK;2432;WPS;;20
Janice;b8:55:10:79:4e:38;WPA-PSK;2462;;;35
Isabel1_Int;c8:3a:35:39:4a:50;WPA-PSK;2412;;;20
Marcia_Int;c0:4a:00:7d:b8:2c;WPA-PSK;2427;WPS;;15
Claro;88:e3:ab:14:1c:14;WPA-PSK;2412;WPS;;24
Maronez;c0:4a:00:83:08:5e;WPA-PSK;2437;WPS;;20
Gabriela_Int;30:b5:c2:5a:f8:a2;WPA-PSK;2417;WPS;;26
Merenock;18:17:25:1b:f4:16;WPA-PSK;2457;;;55
joao_int;30:b5:c2:23:ba:1c;WPA-PSK;2417;WPS;;17
Carla_Int;00:1a:3f:7e:9a:3a;WPA-PSK;2427;;;31
Dilamar;c4:6e:1f:e3:f4:a0;WPA-PSK;2412;WPS;;20
BRESSAN;1c:7e:e5:bd:33:d6;WPA-PSK;2437;;;26
ALISSON;cc:b2:55:f8:92:b8;WPA-PSK;2412;WPS;;22
PC-RAFAEL_Network;78:54:2e:a7:d7:96;WPA-PSK;2412;WPS;;26
Oi WiFi Fon;88:f7:c7:70:c2:75;;2462;;;28
LILIAN;8a:13:40:36:47:30;WPA-PSK;2462;WPS;;31
Leonardo;14:cc:20:45:4d:10;WPA-PSK;2412;WPS;;20
WIR_ROBALO;00:27:19:e9:7a:72;WEP;2437;;;26
Rede-Casa;14:cc:20:ed:15:80;WPA-PSK;2462;WPS;;35
Deleon_Int;c8:3a:35:5f:5f:e0;WPA-PSK;2452;;;31
CRISTIANO  ;10:fe:ed:bc:3e:b4;WPA-PSK;2462;WPS;;44
Rede;e8:de:27:7e:d7:da;WPA-PSK;2442;WPS;;28
Claudio;b2:92:bc:93:ae:8d;WPA-PSK;2412;WPS;;24
Oi WiFi Fon;b0:c2:87:a8:ea:c6;;2412;;;24
Caroline_Int;f8:1a:67:91:95:62;WPA-PSK;2432;WPS;;37
juniorinternet;c8:3a:35:44:e4:f0;WPA-PSK;2432;;;20
Oi WiFi Fon;e0:88:5d:02:d9:b3;;2412;;;24
REDE_JORGE;e2:04:c1:09:66:bb;WPA-PSK;2412;WPS;;26
rede beto;5a:25:ac:b4:bd:a7;WPA-PSK;2412;WPS;;26
Oi WiFi Fon;58:23:8c:98:9e:e5;;2412;;;20
Falcao;90:f6:52:a3:3d:ec;WPA-PSK;2462;WPS;;37
BOCHI;5a:fe:15:3e:21:e3;WPA-PSK;2412;WPS;;33
Maria_INT;74:ea:3a:b8:d0:e4;WPA-PSK;2422;WPS;;24
Cecy_Net;00:26:5a:60:99:9e;WEP;2427;;;24
Gehan;fe:2e:a6:27:55:9e;WPA-PSK;2412;WPS;;28
Tarcila;78:44:76:70:c3:8c;WPA-PSK;2462;;;26
juliane_int;b0:48:7a:bd:a4:7a;WPA-PSK;2427;;;24
Rede Milton;c0:4a:00:36:72:18;WPA-PSK;2452;WPS;;24
AMALIA;e8:de:27:f0:12:a0;WPA-PSK;2462;WPS;;22
PATRICIA;00:1a:3f:6e:90:96;WPA-PSK;2462;;;28
Rejane;00:37:b7:b7:1c:89;WPA-PSK;2427;WPS;;22
Oi WiFi Fon;52:37:b7:b7:1c:8a;;2427;;;20
STIL;e2:da:9e:74:46:c9;WPA-PSK;2412;WPS;;20
Oi WiFi Fon;e0:88:5d:02:05:41;;2412;;;28
wir_biermann;00:21:91:5f:bd:ef;WEP;2422;;;24
LUCIANE_WIFI;64:66:b3:a3:2e:b0;WPA-PSK;2462;WPS;;22
JOSE WIFI;c8:d1:5e:16:93:5c;WPA-PSK;2412;;;22
JoaoPaulo_Int;c4:e9:84:a8:94:80;WPA-PSK;2452;WPS;;26
timoteo;d8:5d:4c:af:5e:e0;WPA-PSK;2452;WPS;;26
Everaldo_int;90:f6:52:b5:98:ae;WPA-PSK;2437;;;26
MARIA CLARA;18:17:25:0a:9e:be;WPA-PSK;2412;;;17
BOAVENTURA;e8:de:27:72:40:cc;WPA-PSK;2452;WPS;;26
Ariady_int;c4:6e:1f:3c:6e:ce;WPA-PSK;2422;WPS;;26
Antonio;c8:3a:35:45:db:40;WPA-PSK;2412;;;31
TANIA;00:18:e7:a0:09:20;WPA-PSK;2437;;;40
Oi WiFi Fon;00:18:e7:a0:09:21;;2437;;;40
Marcinha_INT;30:b5:c2:cc:59:a4;WPA-PSK;2427;WPS;;35
Claro Internet;a8:a6:68:fd:bc:dc;WPA-PSK;2452;;;40
Casa_net;c0:4a:00:c4:5e:a0;WPA-PSK;2462;WPS;;15
Altair_Int;e8:de:27:83:ca:ac;WPA-PSK;2432;WPS;;28
sibele;42:b0:fa:76:be:9e;WPA-PSK;2412;;;24
Arelyssom_Nascimento;c4:e9:84:ba:23:68;WPA-PSK;2417;WPS;;24
Elton_Int;6c:19:8f:4d:b3:20;WPA-PSK;2427;;;24
Maria_Helena;fe:95:da:28:30:66;WPA-PSK;2452;WPS;;20
Oi WiFi Fon;fc:52:8d:b6:8d:ac;;2452;;;22
Marcelo;f8:1a:67:c2:d9:02;WPA-PSK;2412;WPS;;20
Casa_Velha;64:66:b3:c1:c1:a4;WPA-PSK;2437;WPS;;22
AUTCONQUISTE;0a:18:d6:29:48:b4;WPA-PSK;2437;;;40
GURSKI - WIFI;00:1a:3f:a4:0d:9c;WPA-PSK;2442;WPS;;20
GURSKI - WIFI;00:1a:3f:25:41:c4;WPA-PSK;2442;;;24
Querencia_Int;54:e6:fc:ea:23:ce;WPA-PSK;2437;;;28
3Com;00:14:7c:b9:89:18;WPA-PSK;2442;;;26
Carmen;d8:fe:e3:7a:1d:8c;WPA-PSK;2462;WPS;;35
wireom9-p3h;00:0c:42:6d:28:74;WEP;2422;;;24
Valeria;30:b5:c2:24:56:a8;WPA-PSK;2417;WPS;;17
Oi WiFi Fon;6a:e9:dd:a8:db:3e;;2462;;;33
jonathan;44:e9:dd:a8:db:3d;WPA-PSK;2462;WPS;;26
Eduardo;fe:28:ad:86:cc:fc;WPA-PSK;2412;WPS;;20
CHAVES;30:b5:c2:f2:78:82;WPA-PSK;2437;WPS;;22
Multilaser_2.4G_0B8890;c8:3a:35:0b:88:90;WPA-PSK;2457;;;26
VERA;a0:f3:c1:31:0f:4a;WPA-PSK;2412;WPS;;24
Roger;00:37:b7:b6:93:1f;WPA-PSK;2412;WPS;;37
Oi WiFi Fon;6a:37:b7:b6:93:1c;;2412;;;42
FERNANDA;c0:4a:00:c5:01:02;WPA-PSK;2412;WPS;;17
MotoG3 3970;84:10:0d:3c:f8:96;WPA-PSK;2462;;;31
Azzolin;ce:63:75:e1:94:08;WPA-PSK;2452;WPS;;26
Oi WiFi Fon;cc:03:fa:2d:fd:29;;2452;;;28
Gugax;00:15:6d:67:23:30;;2447;;;22
Oi WiFi Fon;58:23:8c:97:a3:bd;;2457;;;22
Ludmila;e2:6f:d4:2e:9c:f3;WPA-PSK;2412;WPS;;22
Oi WiFi Fon;e0:88:5d:01:a0:77;;2412;;;24
Cavalo de Troia;64:70:02:a3:fe:54;WPA-PSK;2412;WPS;;24
jederson;5a:82:3f:68:ca:a2;WPA-PSK;2457;WPS;;22
Doleys;e2:cf:02:2f:58:de;WPA-PSK;2442;WPS;;15
Oi WiFi Fon;e0:88:5d:fa:c6:38;;2442;;;20
Fernando;fe:28:9c:52:b8:16;WPA-PSK;2412;WPS;;26
Luis Fernando;e8:94:f6:c3:15:ac;WPA-PSK;2437;WPS;;22
Oi WiFi Fon;fc:52:8d:5a:f6:09;;2412;;;22
LUCIANO H;82:40:fb:c3:6b:84;WPA-PSK;2462;WPS;;22
Oi WiFi Fon;80:29:94:2c:79:30;;2462;;;17
Vanessa_Int;00:1a:3f:74:7f:4e;WPA-PSK;2447;;;24
Iuri;30:b5:c2:da:ef:ea;WPA-PSK;2412;WPS;;26
RR;b8:55:10:4d:39:ac;WPA-PSK;2462;WPS;;17
Matheus;64:66:b3:c1:c6:36;WPA-PSK;2427;WPS;;15
HP-Print-1F-LaserJet 1102;90:48:9a:f1:94:1f;;2437;;;20
Liquigas;e8:de:27:cc:5d:58;WPA-PSK;2412;WPS;;31
LISE_NET;00:23:cd:fe:f7:c0;WPA-PSK;2437;;;40
victoria;64:70:02:82:b4:ae;WPA-PSK;2412;WPS;;26
Machado;00:1a:3f:a4:d8:e8;WPA-PSK;2417;WPS;;26
MMM;f8:1a:67:91:95:9e;WPA-PSK;2422;;;17
Pamela;c4:e9:84:79:f3:26;WPA-PSK;2412;WPS;;20
MAX;fe:5a:c3:d7:55:ff;WPA-PSK;2412;WPS;;44
tp-link;f4:ec:38:9b:45:6e;WPA-PSK;2412;;;40
Oi WiFi Fon;fc:52:8d:5b:26:3d;;2412;;;42
3tentos;c4:e9:84:ae:e2:06;WPA-PSK;2437;WPS;;22
ROSA PIMENTA;00:1a:3f:de:45:96;WPA-PSK;2462;;;24
Casa;64:66:b3:d6:e5:e6;WPA-PSK;2447;WPS;;20
Urutu;64:66:b3:dc:bd:46;WPA-PSK;2462;WPS;;26
JHT;c8:3a:35:2b:ee:78;WPA-PSK;2462;;;20
Oi WiFi Fon;fc:52:8d:5a:f5:67;;2412;;;20
Eloi;c8:3a:35:49:69:60;WPA-PSK;2462;;;26
ALTZM;c8:3a:35:1f:dd:a0;WPA-PSK;2437;;;20
Mara;00:1a:3f:82:04:ca;WPA-PSK;2462;;;20
PAPELARIA;c0:4a:00:fc:2e:63;WPA-PSK;2412;WPS;;31
TP-LINK_0C12;c4:e9:84:af:0c:12;WPA-PSK;2462;WPS;;17
Oi WiFi Fon;fc:52:8d:b6:cd:ea;;2452;;;22
Carlos;fe:cd:04:c4:c9:5c;WPA-PSK;2452;WPS;;24
HP-Print-F6-LaserJet 1102;bc:85:56:2e:7c:f6;;2437;;;28
CELSO;c0:4a:00:69:17:9c;WPA-PSK;2437;WPS;;22
Parreira;f4:dc:f9:c5:b8:95;WPA-PSK;2452;;;20
Enio_Int;c0:4a:00:69:70:e0;WPA-PSK;2427;WPS;;20
wir_casadabento;c0:4a:00:5d:01:1a;WPA-PSK;2412;WPS;;15
thebaker;00:1a:3f:2d:d4:b0;WPA-PSK;2462;;;26
casadabento;b2:97:77:47:3a:5c;WPA-PSK;2412;WPS;;20
Oi WiFi Fon;b0:c2:87:f6:2c:9b;;2412;;;26
RauterV;1c:af:f7:5c:0c:42;WPA-PSK;2437;;;20
Roberto;c0:4a:00:0d:b1:5b;WPA-PSK;2462;WPS;;26
RAUTERIII;00:1a:3f:82:a2:32;WPA-PSK;2462;;;31
Melissa;18:17:25:28:a6:68;WPA-PSK;2412;;;15
EstacaoSaber;14:d6:4d:c9:3c:34;;2437;WPS;;24
PMTELECENTRO;10:fe:ed:0e:f9:34;WPA-PSK;2462;WPS;;24
Vera_Int;90:f6:52:6d:cb:d4;WPA-PSK;2412;WPS;;20
Rosane;00:1a:3f:2d:94:aa;WPA-PSK;2412;;;24
Fernando;c0:4a:00:dc:90:0c;WPA-PSK;2412;WPS;;24
G;e4:8d:8c:ae:66:bc;WPA-PSK;2412;;;24
modulotres;94:0c:6d:b1:63:82;WPA-PSK;2447;;;31
lab1;14:cc:20:8e:f7:0c;WPA-PSK;2437;WPS;;26
TP-Link;64:66:b3:e5:8c:e2;WPA-PSK;2462;WPS;;22
Optimus L40_2685;48:59:29:fa:34:ef;WPA-PSK;2437;;;20
Debora_Int;90:f6:52:5f:16:bc;WPA-PSK;2427;WPS;;26
SJPH20;00:1a:3f:8d:d7:36;WPA-PSK;2412;;;15
BATISTA CHURRASCARIA;14:cc:20:a2:39:68;WPA-PSK;2462;;;20
Elenir;3c:e5:b4:0c:11:de;WPA-PSK;2437;WPS;;33
ALINE;64:66:b3:9a:c4:d8;WPA-PSK;2462;;;24
GB_Lancheria_do_Batista;00:1a:3f:63:5d:91;;2462;;;33
WMBDR;c4:6e:1f:0a:18:02;WPA-PSK;2412;WPS;;24
HPC67620;02:20:a0:2c:eb:27;;2457;;;24
Valmir_Int;c8:3a:35:54:8f:38;WPA-PSK;2422;;;35
